"RGBColor[0.471412, 0.108766, 0.527016]"
"RGBColor[0.4613506980392157, 0.10931903529411766, 0.5356405019607844]"
"RGBColor[0.4512893960784314, 0.1098720705882353, 0.5442650039215686]"
"RGBColor[0.4412280941176471, 0.11042510588235294, 0.552889505882353]"
"RGBColor[0.43116679215686277, 0.11097814117647059, 0.5615140078431373]"
"RGBColor[0.42110549019607846, 0.11153117647058824, 0.5701385098039216]"
"RGBColor[0.4110441882352941, 0.11208421176470588, 0.5787630117647059]"
"RGBColor[0.4009828862745098, 0.11263724705882353, 0.5873875137254903]"
"RGBColor[0.3909215843137255, 0.11319028235294118, 0.5960120156862745]"
"RGBColor[0.38086028235294117, 0.11374331764705883, 0.6046365176470588]"
"RGBColor[0.37079898039215686, 0.11429635294117647, 0.6132610196078432]"
"RGBColor[0.36073767843137255, 0.11484938823529411, 0.6218855215686274]"
"RGBColor[0.35067637647058825, 0.11540242352941177, 0.6305100235294118]"
"RGBColor[0.34061507450980394, 0.11595545882352941, 0.6391345254901961]"
"RGBColor[0.33055377254901963, 0.11650849411764706, 0.6477590274509804]"
"RGBColor[0.32049247058823527, 0.1170615294117647, 0.6563835294117647]"
"RGBColor[0.31082340392156865, 0.11800276862745099, 0.6648795215686274]"
"RGBColor[0.30703786666666666, 0.12476706666666668, 0.6714478666666667]"
"RGBColor[0.3032523294117647, 0.13153136470588236, 0.6780162117647058]"
"RGBColor[0.2994667921568627, 0.13829566274509805, 0.6845845568627451]"
"RGBColor[0.2956812549019608, 0.1450599607843137, 0.6911529019607843]"
"RGBColor[0.29189571764705885, 0.1518242588235294, 0.6977212470588235]"
"RGBColor[0.28811018039215686, 0.1585885568627451, 0.7042895921568627]"
"RGBColor[0.2843246431372549, 0.16535285490196078, 0.7108579372549019]"
"RGBColor[0.2805391058823529, 0.17211715294117647, 0.7174262823529411]"
"RGBColor[0.276753568627451, 0.17888145098039215, 0.7239946274509803]"
"RGBColor[0.27296803137254905, 0.18564574901960784, 0.7305629725490196]"
"RGBColor[0.26918249411764705, 0.19241004705882353, 0.7371313176470587]"
"RGBColor[0.2653969568627451, 0.19917434509803922, 0.743699662745098]"
"RGBColor[0.2616114196078431, 0.2059386431372549, 0.7502680078431372]"
"RGBColor[0.2578258823529412, 0.2127029411764706, 0.7568363529411765]"
"RGBColor[0.25404034509803924, 0.21946723921568628, 0.7634046980392156]"
"RGBColor[0.25067585882352944, 0.22645153725490197, 0.769520094117647]"
